Дата/время,"Trade ID",Тип,"Валютная пара",Количество,Цена,Сумма,"Тип комиссии","Размер комиссии","Комиссия %"
"06.09.2023 15:32",511575716,sell,EXM_ETH,135.63782928,0.0000037,0.00050185,maker,0.0000005,0.1%
"06.09.2023 15:32",511575715,sell,EXM_ETH,225.98540275,0.0000037,0.00083614,maker,0.00000083,0.1%
"06.09.2023 15:32",511575710,sell,EXM_ETH,226.0238268,0.0000037,0.00083628,maker,0.00000083,0.1%
"06.09.2023 09:04",511493608,buy,EXM_BTC,2.94765218,0.00000023,0.00000067,maker,0.00294765,0.1%
"06.09.2023 09:04",511493605,buy,EXM_BTC,1470.87843477,0.00000023,0.0003383,maker,1.47087843,0.1%
"06.09.2023 09:03",511493345,sell,EXM_BTC,1413.7506434,0.00000024,0.0003393,maker,0.00000033,0.1%
"06.09.2023 08:33",511486970,buy,ROOBEE_USDT,7960,0.0005,3.98,maker,15.92,0.2%
"06.09.2023 07:15",511471520,sell,EXM_ETH,617.02941177,0.0000036,0.0022213,maker,0.00000222,0.1%
"05.09.2023 18:35",511322664,sell,ROOBEE_USDT,6646.68,0.0006,3.988008,maker,0.00797601,0.2%
"04.09.2023 21:37",511079683,sell,EXM_BTC,2023.82281555,0.00000023,0.00046547,maker,0.00000046,0.1%
"04.09.2023 16:44",511025425,sell,EXM_ETH,403.29426283,0.0000035,0.00141152,maker,0.00000141,0.1%
"04.09.2023 09:41",510934354,sell,EXM_BTC,2025.59142857,0.00000022,0.00044563,maker,0.00000044,0.1%
"04.09.2023 08:11",510916847,sell,XLM_RUB,101.95956454,12,1223.51477448,maker,3.67054432,0.3%
"04.09.2023 05:05",510882602,buy,ROOBEE_USDT,6660,0.0005,3.33,maker,13.32,0.2%
"03.09.2023 16:58",510745648,sell,EXM_ETH,744,0.0000034,0.0025296,maker,0.00000252,0.1%
"03.09.2023 16:00",510734847,buy,EXM_ETH,747.81515151,0.0000033,0.00246778,maker,0.74781515,0.1%
"03.09.2023 15:55",510733860,buy,EXM_ETH,172.93823529,0.0000034,0.00058798,maker,0.17293823,0.1%
"03.09.2023 14:55",510722085,sell,EXM_ETH,168.16,0.0000035,0.00058856,maker,0.00000058,0.1%
"02.09.2023 18:02",510510633,buy,XLM_RUB,102.26636363,11,1124.92999993,maker,0.30679909,0.3%
"01.09.2023 19:32",510291339,sell,EXM_ETH,4.68374967,0.0000034,0.00001592,maker,0.00000001,0.1%
"01.09.2023 18:18",510275338,sell,EXM_ETH,310.91764705,0.0000034,0.00105711,maker,0.00000105,0.1%
"01.09.2023 17:24",510261394,sell,EXM_ETH,365.7482688,0.0000034,0.00124354,maker,0.00000124,0.1%
"01.09.2023 17:24",510261159,sell,EXM_ETH,45.19578903,0.0000034,0.00015366,maker,0.00000015,0.1%
"01.09.2023 14:40",510221934,sell,TON_BTC,18,0.00007,0.00126,maker,0.00000126,0.1%
"01.09.2023 07:55",510137792,sell,DOGE_RUB,21,6.9,144.9,maker,0.4347,0.3%
"01.09.2023 07:55",510137785,sell,DOGE_RUB,13.34310344,6.8,90.73310339,maker,0.27219931,0.3%
"01.09.2023 07:55",510137777,sell,DOGE_RUB,30,6.7,201,maker,0.603,0.3%
"31.08.2023 20:31",510013941,sell,DOGE_RUB,36,6.6,237.6,maker,0.7128,0.3%
"31.08.2023 13:15",509907013,buy,USDT_KZT,2.48751101,454,1129.32999854,maker,0.00746253,0.3%
"31.08.2023 08:23",509847031,buy,DOGE_BTC,54.48,0.00000247,0.00013456,taker,0.05448,0.1%
"31.08.2023 08:15",509845453,sell,DOGE_BTC,52.255692,0.0000026,0.00013586,maker,0.00000013,0.1%
"31.08.2023 08:15",509845426,sell,DOGE_BTC,59.4446625,0.0000025,0.00014861,maker,0.00000014,0.1%
"31.08.2023 04:18",509798902,sell,USDT_KZT,2.27,499,1132.73,maker,3.39819,0.3%
"30.08.2023 06:51",509521892,buy,EXM_ETH,431.48136336,0.0000033,0.00142388,maker,0.43148136,0.1%
"30.08.2023 06:51",509521819,buy,EXM_ETH,295.79136391,0.0000033,0.00097611,maker,0.29579136,0.1%
"30.08.2023 05:38",509507876,buy,EXM_ETH,396.01764705,0.0000034,0.00134645,maker,0.39601764,0.1%
"30.08.2023 05:38",509507786,buy,EXM_ETH,617.64705882,0.00000339,0.00209382,taker,0.61764705,0.1%
"30.08.2023 05:37",509507592,buy,EXM_ETH,588.23529412,0.00000337,0.00198235,taker,0.58823529,0.1%
"30.08.2023 04:32",509494876,sell,EXM_ETH,333,0.0000037,0.0012321,maker,0.00000123,0.1%
"30.08.2023 04:32",509494875,sell,EXM_ETH,601,0.0000036,0.0021636,maker,0.00000216,0.1%
"30.08.2023 04:32",509494871,sell,EXM_ETH,572,0.0000035,0.002002,maker,0.000002,0.1%
"30.08.2023 04:32",509494868,sell,EXM_ETH,715.51104545,0.0000034,0.00243273,maker,0.00000243,0.1%
"29.08.2023 20:28",509403170,sell,TON_BTC,27.49998182,0.00006,0.00164999,maker,0.00000164,0.1%
"29.08.2023 17:06",509351574,buy,XRP_ETH,14.28651612,0.00031,0.00442881,maker,0.01428651,0.1%
"29.08.2023 16:47",509346115,buy,EXM_ETH,716.22727272,0.0000033,0.00236354,maker,0.71622727,0.1%
"29.08.2023 15:18",509321276,sell,DOGE_RUB,30.77777976,6.5,200.05556844,maker,0.6001667,0.3%
"29.08.2023 14:44",509311152,buy,EXM_BTC,2027.61904761,0.00000021,0.00042579,maker,2.02761904,0.1%
"29.08.2023 06:57",509211843,sell,EXM_BTC,1860.76502843,0.00000022,0.00040936,maker,0.0000004,0.1%
"29.08.2023 06:57",509211840,sell,EXM_BTC,76.58140014,0.00000022,0.00001684,maker,0.00000001,0.1%
"29.08.2023 05:33",509196284,sell,EXM_ETH,695.85820886,0.0000034,0.00236591,maker,0.00000236,0.1%
"29.08.2023 05:32",509196156,sell,EXM_ETH,644,0.0000034,0.0021896,maker,0.00000218,0.1%
"28.08.2023 21:11",509104842,buy,EXM_ETH,692.78125,0.0000032,0.0022169,maker,0.69278125,0.1%
"28.08.2023 21:11",509104835,buy,EXM_ETH,646.38484848,0.0000033,0.00213306,maker,0.64638484,0.1%
"28.08.2023 21:11",509104826,buy,EXM_ETH,574.60588235,0.0000034,0.00195365,maker,0.57460588,0.1%
"28.08.2023 13:55",509002901,sell,USDT_KZT,8.17,474,3872.58,maker,11.61774,0.3%
"28.08.2023 12:58",508989756,buy,EXM_BTC,1939.28571428,0.00000021,0.00040724,maker,1.93928571,0.1%
"28.08.2023 06:07",508904486,buy,USDT_KZT,4.08388521,453,1850.00000013,maker,0.01225165,0.3%
"28.08.2023 06:07",508904483,buy,USDT_KZT,4.10149779,454,1862.07999666,maker,0.01230449,0.3%
"28.08.2023 05:50",508901236,sell,USDT_KZT,4.04,464,1874.56,maker,5.62368,0.3%
"28.08.2023 05:36",508898398,sell,USDT_KZT,4,463,1852,maker,5.556,0.3%
"28.08.2023 05:36",508898310,sell,USDT_KZT,4.07,462,1880.34,maker,5.64102,0.3%
"28.08.2023 02:54",508870290,sell,EXM_ETH,558.74363825,0.0000035,0.0019556,maker,0.00000195,0.1%
"27.08.2023 16:12",508748911,buy,EXM_ETH,80.02604487,0.0000034,0.00027208,maker,0.08002604,0.1%
"27.08.2023 16:10",508748496,buy,EXM_ETH,147.08382778,0.0000034,0.00050008,maker,0.14708382,0.1%
"27.08.2023 16:10",508748334,buy,EXM_ETH,100.62415357,0.0000034,0.00034212,maker,0.10062415,0.1%
"27.08.2023 16:06",508747657,buy,EXM_ETH,231.56891495,0.0000034,0.00078733,maker,0.23156891,0.1%
"27.08.2023 14:16",508725796,sell,USDT_KZT,4.27,461,1968.47,maker,5.90541,0.3%
"27.08.2023 11:48",508699840,sell,USDT_KZT,4.55,460,2093,maker,6.279,0.3%
"27.08.2023 11:48",508699837,sell,USDT_KZT,4.56,459,2093.04,maker,6.27912,0.3%
"27.08.2023 07:45",508649935,sell,USDT_KZT,1.19940743,458,549.32860294,maker,1.6479858,0.3%
"27.08.2023 07:45",508649929,sell,USDT_KZT,2.85059257,458,1305.57139706,maker,3.91671419,0.3%
"26.08.2023 15:49",508469831,sell,USDT_KZT,4.45,457,2033.65,maker,6.10095,0.3%
"26.08.2023 15:49",508469829,sell,USDT_KZT,4.56,456,2079.36,maker,6.23808,0.3%
"26.08.2023 15:49",508469827,sell,USDT_KZT,3.87,455,1760.85,maker,5.28255,0.3%
"26.08.2023 15:49",508469826,sell,USDT_KZT,0.04537004,454,20.59799816,maker,0.06179399,0.3%
"26.08.2023 15:49",508469807,sell,USDT_KZT,4.68462996,454,2126.82200184,maker,6.380466,0.3%
"26.08.2023 15:49",508469806,sell,USDT_KZT,4.35,453,1970.55,maker,5.91165,0.3%
"26.08.2023 14:54",508458941,buy,USDT_KZT,4.34537246,443,1924.99999978,maker,0.01303611,0.3%
"26.08.2023 14:43",508457050,buy,USDT_KZT,4.75675676,444,2112.00000144,maker,0.01427027,0.3%
"26.08.2023 14:43",508457041,buy,USDT_KZT,3.88988764,445,1730.9999998,maker,0.01166966,0.3%
"26.08.2023 14:43",508457040,buy,USDT_KZT,4.57506726,446,2040.47999796,maker,0.0137252,0.3%
"26.08.2023 13:38",508444264,sell,TON_BTC,49.81917526,0.000055,0.00274005,maker,0.00000274,0.1%
"26.08.2023 13:36",508443904,sell,TON_BTC,3.46082474,0.000055,0.00019034,maker,0.00000019,0.1%
"26.08.2023 12:18",508428611,buy,USDT_KZT,4.46456375,447,1995.65999625,maker,0.01339369,0.3%
"26.08.2023 09:58",508401608,sell,EXM_ETH,411.83878154,0.0000035,0.00144143,maker,0.00000144,0.1%
"26.08.2023 09:29",508395662,sell,EXM_ETH,132.02857142,0.0000035,0.00046209,maker,0.00000046,0.1%
"26.08.2023 05:06",508341667,buy,EXM_ETH,51.52306949,0.0000034,0.00017517,maker,0.05152306,0.1%
"26.08.2023 05:06",508341663,buy,EXM_ETH,492.88869522,0.0000034,0.00167582,maker,0.49288869,0.1%
"25.08.2023 19:06",508215578,sell,XRP_ETH,13.85709678,0.00032,0.00443427,maker,0.00000443,0.1%
"25.08.2023 17:17",508190074,sell,EXM_ETH,29.22244646,0.0000035,0.00010227,maker,0.0000001,0.1%
"25.08.2023 17:02",508186950,sell,USDT_KZT,4.38,457,2001.66,maker,6.00498,0.3%
"25.08.2023 16:59",508186316,sell,EXM_ETH,357.07389882,0.0000035,0.00124975,maker,0.00000124,0.1%
"25.08.2023 16:59",508186311,sell,EXM_ETH,142.79462237,0.0000035,0.00049978,maker,0.00000049,0.1%
"25.08.2023 16:45",508183484,sell,USDT_KZT,4.5,456,2052,maker,6.156,0.3%
"25.08.2023 16:45",508183350,sell,USDT_KZT,3.81,455,1733.55,maker,5.20065,0.3%
"25.08.2023 16:44",508183271,sell,USDT_KZT,4.66,454,2115.64,maker,6.34692,0.3%
"25.08.2023 15:38",508164160,buy,EXM_ETH,360.61529698,0.0000034,0.00122609,maker,0.36061529,0.1%
"25.08.2023 15:08",508156201,buy,EXM_ETH,169.00529125,0.0000034,0.00057461,maker,0.16900529,0.1%
"25.08.2023 14:50",508149466,sell,EXM_ETH,515,0.0000035,0.0018025,maker,0.0000018,0.1%
"25.08.2023 12:51",508115486,buy,USDT_KZT,4.66216216,444,2069.99999904,maker,0.01398648,0.3%
"25.08.2023 12:51",508115484,buy,USDT_KZT,3.82988764,445,1704.2999998,maker,0.01148966,0.3%
"25.08.2023 12:51",508115483,buy,USDT_KZT,4.517713,446,2014.899998,maker,0.01355313,0.3%
"25.08.2023 12:51",508115481,buy,USDT_KZT,4.39149888,447,1962.99999936,maker,0.01317449,0.3%
"25.08.2023 07:52",508056288,sell,USDT_KZT,0.00048729,457,0.22269153,maker,0.00066807,0.3%
"25.08.2023 07:52",508056283,sell,USDT_KZT,4.42951271,457,2024.28730847,maker,6.07286192,0.3%
"25.08.2023 07:52",508056282,sell,USDT_KZT,0.00035116,456,0.16012896,maker,0.00048038,0.3%
"25.08.2023 07:52",508056273,sell,USDT_KZT,4.30964884,456,1965.19987104,maker,5.89559961,0.3%
"25.08.2023 07:06",508046840,sell,EXM_BTC,1852.97537895,0.00000022,0.00040765,maker,0.0000004,0.1%
"25.08.2023 06:54",508044351,buy,XRP_ETH,13.87096774,0.00031,0.00429999,maker,0.01387096,0.1%
"25.08.2023 04:41",508020192,sell,USDT_KZT,1.98137669,458,907.47052402,maker,2.72241157,0.3%
"25.08.2023 04:41",508020182,sell,USDT_KZT,1.75832068,458,805.31087144,maker,2.41593261,0.3%
"25.08.2023 04:41",508020178,sell,USDT_KZT,4.54,457,2074.78,maker,6.22434,0.3%
"25.08.2023 04:41",508020169,sell,USDT_KZT,4.23,456,1928.88,maker,5.78664,0.3%
"25.08.2023 04:05",508014161,buy,USDT_KZT,3.40514672,443,1508.47999696,maker,0.01021544,0.3%
"25.08.2023 04:05",508014156,buy,USDT_KZT,4.4481982,444,1975.0000008,maker,0.01334459,0.3%
"24.08.2023 21:22",507939775,buy,USDT_KZT,4.32808989,445,1926.00000105,maker,0.01298426,0.3%
"24.08.2023 20:48",507932096,buy,PRQ_USDT,2.86954844,0.072,0.20660748,maker,0.00573909,0.2%
"24.08.2023 18:39",507904135,buy,PRQ_USDT,59.4478701,0.072,4.28024664,maker,0.11889574,0.2%
"24.08.2023 18:30",507901812,buy,USDT_KZT,4.24663677,446,1893.99999942,maker,0.01273991,0.3%
"24.08.2023 18:30",507901808,buy,USDT_KZT,4.55928412,447,2038.00000164,maker,0.01367785,0.3%
"24.08.2023 18:30",507901804,buy,USDT_KZT,4.39,448,1966.72,maker,0.01317,0.3%
"24.08.2023 16:32",507872998,buy,USDT_KZT,4.57683742,449,2055.00000158,maker,0.01373051,0.3%
"24.08.2023 15:35",507859174,buy,USDT_KZT,4.555,450,2049.75,maker,0.013665,0.3%
"24.08.2023 15:01",507851301,sell,USDT_KZT,4.47,460,2056.2,maker,6.1686,0.3%
"24.08.2023 15:01",507851232,sell,USDT_KZT,4.49,459,2060.91,maker,6.18273,0.3%
"24.08.2023 13:52",507834018,sell,USDT_KZT,4.31,458,1973.98,maker,5.92194,0.3%
"24.08.2023 13:52",507833946,sell,USDT_KZT,4.47,457,2042.79,maker,6.12837,0.3%
"24.08.2023 12:45",507818542,buy,USDT_KZT,4.47427293,447,1999.99999971,maker,0.01342281,0.3%
"24.08.2023 12:45",507818539,buy,USDT_KZT,4.3375,448,1943.2,maker,0.0130125,0.3%
"24.08.2023 12:02",507809576,sell,USDT_KZT,4.28,458,1960.24,maker,5.88072,0.3%
"24.08.2023 12:02",507809428,sell,USDT_KZT,4.38,457,2001.66,maker,6.00498,0.3%
"24.08.2023 12:01",507809360,sell,USDT_KZT,4.16,456,1896.96,maker,5.69088,0.3%
"24.08.2023 12:01",507809206,sell,USDT_KZT,4.24,455,1929.2,maker,5.7876,0.3%
"24.08.2023 12:00",507809114,sell,USDT_KZT,4.36,454,1979.44,maker,5.93832,0.3%
"24.08.2023 08:59",507770914,sell,USDT_KZT,3.34,453,1513.02,maker,4.53906,0.3%
"24.08.2023 05:44",507732576,buy,USDT_KZT,1.40513467,453.83,637.69226728,taker,0.0042154,0.3%
"24.08.2023 05:44",507732575,buy,USDT_KZT,1.94413708,453.83,882.30773101,taker,0.00583241,0.3%
"24.08.2023 05:18",507727431,sell,USDT_KZT,3.77,453,1707.81,maker,5.12343,0.3%
"24.08.2023 05:18",507727310,sell,USDT_KZT,2.95,452,1333.4,maker,4.0002,0.3%
"24.08.2023 05:17",507727167,sell,USDT_KZT,3.38,451,1524.38,maker,4.57314,0.3%
"23.08.2023 19:35",507619531,sell,EXM_ETH,628,0.0000034,0.0021352,maker,0.00000213,0.1%
"23.08.2023 15:03",507556995,sell,EXM_BTC,2420,0.00000021,0.0005082,maker,0.0000005,0.1%
"23.08.2023 13:03",507527793,sell,EXM_ETH,672.45525057,0.0000033,0.0022191,maker,0.00000221,0.1%
"23.08.2023 12:43",507523370,buy,USDT_KZT,2.05689342,441,907.08999822,maker,0.00617068,0.3%
"23.08.2023 10:57",507501253,buy,USDT_KZT,3.40136054,441,1499.99999814,maker,0.01020408,0.3%
"23.08.2023 10:57",507501245,buy,USDT_KZT,2.95475113,442,1305.99999946,maker,0.00886425,0.3%
"23.08.2023 10:57",507501243,buy,USDT_KZT,3.77399548,443,1671.87999764,maker,0.01132198,0.3%
"23.08.2023 10:55",507500814,sell,USDT_KZT,2.00401179,454,909.82135266,maker,2.72946405,0.3%
"23.08.2023 10:20",507493306,buy,EXM_ETH,669.78125,0.0000032,0.0021433,maker,0.66978125,0.1%
"23.08.2023 10:20",507493303,buy,EXM_ETH,631.97575757,0.0000033,0.00208551,maker,0.63197575,0.1%
"23.08.2023 10:09",507491114,buy,EXM_BTC,2421.05263158,0.00000019,0.00046,maker,2.42105263,0.1%
"23.08.2023 10:09",507491110,buy,EXM_BTC,1856.2,0.0000002,0.00037124,maker,1.8562,0.1%
"23.08.2023 10:02",507489363,sell,EXM_ETH,25.76470589,0.0000034,0.0000876,maker,0.00000008,0.1%
"23.08.2023 10:01",507489088,sell,EXM_BTC,1354.0541321,0.00000022,0.00029789,maker,0.00000029,0.1%
"23.08.2023 10:00",507488958,sell,EXM_ETH,588.23529411,0.0000034,0.00199999,maker,0.00000199,0.1%
"23.08.2023 09:37",507483929,sell,USDT_KZT,4.25,453,1925.25,maker,5.77575,0.3%
"23.08.2023 09:37",507483926,sell,USDT_KZT,1.33680387,452,604.23534924,maker,1.81270604,0.3%
"23.08.2023 09:16",507479449,sell,USDT_KZT,1.55319613,452,702.04465076,maker,2.10613395,0.3%
"23.08.2023 09:16",507479447,sell,USDT_KZT,2.76,451,1244.76,maker,3.73428,0.3%
"23.08.2023 09:16",507479445,sell,USDT_KZT,0.03341163,451,15.06864513,maker,0.04520593,0.3%
"23.08.2023 08:21",507467636,sell,XLM_RUB,94.02646465,12,1128.3175758,maker,3.38495272,0.3%
"23.08.2023 05:32",507432723,sell,EXM_BTC,1010.61906455,0.0000002,0.00020212,taker,0.0000002,0.1%
"23.08.2023 05:32",507432722,buy,EXM_BTC,847.38093545,0.0000002,0.00016947,maker,0.84738093,0.1%
"23.08.2023 05:32",507432722,sell,EXM_BTC,847.38093545,0.0000002,0.00016947,taker,0.00000016,0.1%
"23.08.2023 05:27",507431674,sell,EXM_ETH,100.10010011,0.0000033,0.00033033,maker,0.00000033,0.1%
"23.08.2023 05:08",507427682,buy,EXM_BTC,699.26906455,0.0000002,0.00013985,maker,0.69926906,0.1%
"23.08.2023 02:10",507391060,buy,PRQ_USDT,14.76591479,0.072,1.06314586,maker,0.02953182,0.2%
"23.08.2023 02:10",507390960,buy,PRQ_USDT,76.02739726,0.073,5.54999999,maker,0.15205479,0.2%
"22.08.2023 22:42",507345210,sell,EXM_ETH,100.59833966,0.0000035,0.00035209,maker,0.00000035,0.1%
"22.08.2023 21:40",507332075,sell,XRP_ETH,13.44409084,0.00032,0.0043021,maker,0.0000043,0.1%
"22.08.2023 19:49",507306278,buy,EXM_ETH,617.19999999,0.0000033,0.00203675,maker,0.61719999,0.1%
"22.08.2023 19:49",507306255,buy,EXM_BTC,1702.58959493,0.00000021,0.00035754,maker,1.70258959,0.1%
"22.08.2023 19:49",507306250,buy,EXM_BTC,159.98183364,0.00000021,0.00003359,maker,0.15998183,0.1%
"22.08.2023 15:21",507239056,buy,EXM_ETH,517.27904375,0.0000034,0.00175874,maker,0.51727904,0.1%
"22.08.2023 15:21",507238714,buy,EXM_ETH,604.2,0.0000035,0.0021147,maker,0.6042,0.1%
"22.08.2023 03:05",507084890,sell,EXM_ETH,588,0.0000036,0.0021168,maker,0.00000211,0.1%
"22.08.2023 00:14",507050359,sell,XLM_RUB,83.47524608,12,1001.70295296,maker,3.00510885,0.3%
"21.08.2023 20:37",507004349,buy,XLM_RUB,59.854,10,598.54,maker,0.179562,0.3%
"21.08.2023 18:54",506980268,buy,DAI_RUB,1.52740188,93,142.04837484,maker,0.0045822,0.3%
"21.08.2023 18:33",506975080,buy,USDT_KZT,2.76986394,441,1221.50999754,maker,0.00830959,0.3%
"21.08.2023 18:27",506973590,sell,EXM_ETH,57.74238206,0.0000035,0.00020209,maker,0.0000002,0.1%
"21.08.2023 18:27",506973587,sell,EXM_ETH,445.25761794,0.0000035,0.0015584,maker,0.00000155,0.1%
"21.08.2023 16:50",506947762,sell,USDT_KZT,2.71658837,451,1225.18135487,maker,3.67554406,0.3%
"21.08.2023 15:30",506927060,buy,EXM_ETH,0.03953069,0.0000034,0.00000013,maker,0.00003953,0.1%
"21.08.2023 15:29",506926741,buy,EXM_ETH,504.58693989,0.0000034,0.00171559,maker,0.50458693,0.1%
"21.08.2023 15:28",506926164,buy,XRP_ETH,13.45754838,0.00031,0.00417183,maker,0.01345754,0.1%
"21.08.2023 15:28",506925922,buy,EXM_BTC,2021.5,0.00000022,0.00044473,maker,2.0215,0.1%
"21.08.2023 15:21",506923573,buy,EXM_ETH,591.81428571,0.0000035,0.00207134,maker,0.59181428,0.1%
"21.08.2023 13:32",506895742,buy,EXM_BTC,1413.60869565,0.00000023,0.00032512,maker,1.41360869,0.1%
"21.08.2023 13:23",506893895,buy,USDT_KZT,2.71215419,441,1196.05999779,maker,0.00813646,0.3%
"21.08.2023 13:07",506890156,buy,EXM_ETH,334.89044601,0.0000036,0.0012056,maker,0.33489044,0.1%
"21.08.2023 12:15",506878555,buy,XLM_RUB,118.18181818,11,1299.99999998,maker,0.35454545,0.3%
"21.08.2023 11:37",506870361,buy,USDT_KZT,2.90950226,442,1285.99999892,maker,0.0087285,0.3%
"21.08.2023 11:37",506870357,buy,USDT_KZT,4.26796839,443,1890.70999677,maker,0.0128039,0.3%
"21.08.2023 11:37",506870355,buy,USDT_KZT,4.20101787,444,1865.25193428,maker,0.01260305,0.3%
"21.08.2023 09:50",506846825,buy,XTZ_RUB,3.16646153,65,205.81999945,maker,0.00949938,0.3%
"21.08.2023 09:50",506846821,buy,XTZ_RUB,2.31818182,66,153.00000012,maker,0.00695454,0.3%
"21.08.2023 08:32",506829937,sell,EXM_BTC,90.54037531,0.00000024,0.00002172,maker,0.00000002,0.1%
